Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
243;4,67359127392612E+24;5,27309188210683E+23;78,87628;13,9126;13;407,4502;False
244;1,83588424558946E+24;5,05659047122653E+23;80,43833;21,05273;13;404,816;False
245;4,74071176985095E+24;9,68526721913247E+23;77,73754;13,34668;13;405,9496;False
246;7,27914689278629E+24;6,93632150609608E+23;97,12614;18,41016;13;407,6194;False
247;9,64139024554459E+24;1,89229222009889E+24;94,7661;15,59131;13;406,7863;False
248;9,00813196823822E+24;1,32700613407691E+24;78,31506;10,59766;13;405,9793;False
249;8,20291141329447E+24;1,14181314224002E+24;80,86553;11,80859;13;407,4028;False
250;2,45534902766079E+25;1,62794001543964E+24;109,7953;15,00537;13;408,0459;False
251;6,51479509933784E+24;9,45112466025787E+23;79,29561;12,31152;13;405,8124;False
252;4,2628742288946E+24;7,44509103903589E+23;82,12949;15,65186;13;405,1382;False
253;3,83662617827453E+24;8,27518622371817E+23;61,20483;8,62793;13;405,1382;False
254;2,83318815249936E+24;5,0422088146877E+23;82,60824;18,60889;13;403,7319;False
255;1,55883836095394E+24;2,86255879023767E+23;68,23171;15,521;13;403,7319;False
256;2,68467082188854E+24;4,59638518052159E+23;62,69556;10,33984;13;402,3454;False
257;3,50972479724567E+24;1,14139790731619E+24;61,6655;9,038086;13;403,8704;False
258;5,8936476859766E+24;7,59205145618256E+23;80,6104;13,2085;13;404,444;False
259;4,63540345845156E+25;4,40566580306987E+24;109,5098;11,58301;13;402,2576;False
260;5,77728562435964E+24;6,401296673477E+23;80,86138;13,44678;13;405,6275;False
261;1,21098828089422E+25;1,88944168346568E+24;81,10471;10,21191;13;405,9286;False
262;7,2177232702461E+24;1,59993924808514E+24;89,63759;15,47705;13;406,9677;False
263;1,52539366454932E+25;1,13283054411595E+24;84,58681;10,16064;13;403,0912;False
264;7,21101211416778E+24;1,03003103195591E+24;83,55687;13,12256;13;402,3394;False
265;6,62575975893098E+24;1,19951477308977E+24;80,09859;12,49902;13;405,7778;False
266;8,16860565746414E+24;1,48689480881784E+24;109,5013;22,76172;13;405,7778;False
267;8,49774975904983E+24;1,09703204108284E+24;84,73331;12,82373;13;405,846;False
268;9,32183210980895E+24;9,58472162790941E+23;123,211;27,74756;13;402,5093;False
